ZEIT,RAUM,MERKMAL,WERT
31.12.2013,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6716
31.12.2013,98 Amelsbüren,Ausländer,393
31.12.2013,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,614
31.12.2013,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,373
31.12.2013,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4906
31.12.2014,11 Aegidii,Ausländer,108
31.12.2014,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,96
31.12.2014,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2014,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1217
31.12.2014,12 Überwasser,Ausländer,111
31.12.2014,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,86
31.12.2014,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,24
31.12.2014,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1133
31.12.2014,13 Dom,Ausländer,184
31.12.2014,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,148
31.12.2014,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2014,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1844
31.12.2014,14 Buddenturm,Ausländer,180
31.12.2014,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,157
31.12.2014,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,28
31.12.2014,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2067
31.12.2014,15 Martini,Ausländer,137
31.12.2014,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,69
31.12.2014,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,13
31.12.2014,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1165
31.12.2014,21 Pluggendorf,Ausländer,389
31.12.2014,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,263
31.12.2014,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,31
31.12.2014,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3839
31.12.2014,22 Josef,Ausländer,624
31.12.2014,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,459
31.12.2014,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,95
31.12.2014,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7510
31.12.2014,23 Bahnhof,Ausländer,183
31.12.2014,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,91
31.12.2014,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2014,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,954
31.12.2014,24 Hansaplatz,Ausländer,521
31.12.2014,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,391
31.12.2014,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,111
31.12.2014,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5909
31.12.2014,25 Mauritz-West,Ausländer,386
31.12.2014,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,295
31.12.2014,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,70
31.12.2014,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5509
31.12.2014,26 Schlachthof,Ausländer,311
31.12.2014,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,433
31.12.2014,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,201
31.12.2014,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4339
31.12.2014,27 Kreuz,Ausländer,596
31.12.2014,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,584
31.12.2014,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,160
31.12.2014,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11184
31.12.2014,28 Neutor,Ausländer,462
31.12.2014,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,288
31.12.2014,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,88
31.12.2014,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3500
31.12.2014,29 Schloss,Ausländer,196
31.12.2014,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,144
31.12.2014,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,28
31.12.2014,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1842
31.12.2014,31 Aaseestadt,Ausländer,422
31.12.2014,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,534
31.12.2014,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,187
31.12.2014,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4336
31.12.2014,32 Geist,Ausländer,569
31.12.2014,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,687
31.12.2014,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,229
31.12.2014,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7491
31.12.2014,33 Schützenhof,Ausländer,709
31.12.2014,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,659
31.12.2014,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,249
31.12.2014,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6071
31.12.2014,34 Düesberg,Ausländer,388
31.12.2014,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,486
31.12.2014,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,146
31.12.2014,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6016
31.12.2014,43 Hafen,Ausländer,150
31.12.2014,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,51
31.12.2014,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2014,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,821
31.12.2014,44 Herz-Jesu,Ausländer,297
31.12.2014,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,347
31.12.2014,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,105
31.12.2014,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4453
31.12.2014,45 Mauritz-Mitte,Ausländer,503
31.12.2014,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,623
31.12.2014,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,220
31.12.2014,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8874
31.12.2014,46 Rumphorst,Ausländer,588
31.12.2014,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,623
31.12.2014,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,229
31.12.2014,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6659
31.12.2014,47 Uppenberg,Ausländer,780
31.12.2014,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,794
31.12.2014,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,312
31.12.2014,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6719
31.12.2014,51 Gievenbeck,Ausländer,2696
31.12.2014,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2601
31.12.2014,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1282
31.12.2014,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14576
31.12.2014,52 Sentrup,Ausländer,824
31.12.2014,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,465
31.12.2014,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,137
31.12.2014,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6205
31.12.2014,54 Mecklenbeck,Ausländer,564
31.12.2014,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,987
31.12.2014,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,301
31.12.2014,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7398
31.12.2014,56 Albachten,Ausländer,467
31.12.2014,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,754
31.12.2014,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,411
31.12.2014,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4612
31.12.2014,57 Roxel,Ausländer,779
31.12.2014,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,805
31.12.2014,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,430
31.12.2014,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,7068
31.12.2014,58 Nienberge,Ausländer,447
31.12.2014,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,508
31.12.2014,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,218
31.12.2014,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5596
31.12.2014,61 Coerde,Ausländer,1947
31.12.2014,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2250
31.12.2014,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1045
31.12.2014,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5313
31.12.2014,62 Kinderhaus-Ost,Ausländer,556
31.12.2014,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,566
31.12.2014,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,213
31.12.2014,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3663
31.12.2014,63 Kinderhaus-West,Ausländer,1593
31.12.2014,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1841
31.12.2014,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,704
31.12.2014,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6375
31.12.2014,68 Sprakel,Ausländer,202
31.12.2014,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,268
31.12.2014,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,139
31.12.2014,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2493
31.12.2014,71 Mauritz-Ost,Ausländer,478
31.12.2014,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,629
31.12.2014,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,237
31.12.2014,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,8973
31.12.2014,76 Gelmer-Dyckburg,Ausländer,260
31.12.2014,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,242
31.12.2014,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,117
31.12.2014,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3073
31.12.2014,77 Handorf,Ausländer,425
31.12.2014,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,641
31.12.2014,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,251
31.12.2014,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6700
31.12.2014,81 Gremmendorf-West,Ausländer,492
31.12.2014,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,547
31.12.2014,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,238
31.12.2014,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3655
31.12.2014,82 Gremmendorf-Ost,Ausländer,443
31.12.2014,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,459
31.12.2014,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,220
31.12.2014,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5400
31.12.2014,86 Angelmodde,Ausländer,1054
31.12.2014,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,998
31.12.2014,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,492
31.12.2014,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5386
31.12.2014,87 Wolbeck,Ausländer,487
31.12.2014,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,692
31.12.2014,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,335
31.12.2014,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7467
31.12.2014,91 Berg Fidel,Ausländer,1079
31.12.2014,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1180
31.12.2014,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,435
31.12.2014,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2946
31.12.2014,95 Hiltrup-Ost,Ausländer,289
31.12.2014,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,571
31.12.2014,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,213
31.12.2014,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5277
31.12.2014,96 Hiltrup-Mitte,Ausländer,742
31.12.2014,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,976
31.12.2014,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,372
31.12.2014,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7791
31.12.2014,97 Hiltrup-West,Ausländer,812
31.12.2014,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1133
31.12.2014,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,569
31.12.2014,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6770
31.12.2014,98 Amelsbüren,Ausländer,401
31.12.2014,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,613
31.12.2014,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,357
31.12.2014,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4873
31.12.2015,11 Aegidii,Ausländer,93
31.12.2015,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,98
31.12.2015,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,36
31.12.2015,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1218
31.12.2015,12 Überwasser,Ausländer,108
31.12.2015,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,87
31.12.2015,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,24
31.12.2015,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1163
31.12.2015,13 Dom,Ausländer,208
31.12.2015,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,147
31.12.2015,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,26
31.12.2015,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1875
31.12.2015,14 Buddenturm,Ausländer,299
31.12.2015,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,143
31.12.2015,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2015,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2078
31.12.2015,15 Martini,Ausländer,130
31.12.2015,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,72
31.12.2015,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,14
31.12.2015,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1176
31.12.2015,21 Pluggendorf,Ausländer,421
31.12.2015,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,272
31.12.2015,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,35
31.12.2015,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3832
31.12.2015,22 Josef,Ausländer,645
31.12.2015,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,468
31.12.2015,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,98
31.12.2015,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7584
31.12.2015,23 Bahnhof,Ausländer,204
31.12.2015,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,91
31.12.2015,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,24
31.12.2015,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,957
31.12.2015,24 Hansaplatz,Ausländer,518
31.12.2015,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,402
31.12.2015,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,114
31.12.2015,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5918
31.12.2015,25 Mauritz-West,Ausländer,488
31.12.2015,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,295
31.12.2015,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,88
31.12.2015,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5563
31.12.2015,26 Schlachthof,Ausländer,351
31.12.2015,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,422
31.12.2015,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,196
31.12.2015,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4384
31.12.2015,27 Kreuz,Ausländer,633
31.12.2015,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,593
31.12.2015,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,156
31.12.2015,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11231
31.12.2015,28 Neutor,Ausländer,541
31.12.2015,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,292
31.12.2015,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,99
31.12.2015,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3610
31.12.2015,29 Schloss,Ausländer,167
31.12.2015,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,131
31.12.2015,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,30
31.12.2015,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1883
31.12.2015,31 Aaseestadt,Ausländer,468
31.12.2015,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,525
31.12.2015,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,180
31.12.2015,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4424
31.12.2015,32 Geist,Ausländer,632
31.12.2015,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,670
31.12.2015,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,228
31.12.2015,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7490
31.12.2015,33 Schützenhof,Ausländer,781
31.12.2015,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,692
31.12.2015,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,278
31.12.2015,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,6189
31.12.2015,34 Düesberg,Ausländer,435
31.12.2015,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,492
31.12.2015,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,147
31.12.2015,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6059
31.12.2015,43 Hafen,Ausländer,118
31.12.2015,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,51
31.12.2015,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,24
31.12.2015,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,835
31.12.2015,44 Herz-Jesu,Ausländer,303
31.12.2015,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,348
31.12.2015,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,104
31.12.2015,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4444
31.12.2015,45 Mauritz-Mitte,Ausländer,533
31.12.2015,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,608
31.12.2015,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,239
31.12.2015,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8898
31.12.2015,46 Rumphorst,Ausländer,660
31.12.2015,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,617
31.12.2015,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,245
31.12.2015,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6688
31.12.2015,47 Uppenberg,Ausländer,811
31.12.2015,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,801
31.12.2015,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,325
31.12.2015,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6806
31.12.2015,51 Gievenbeck,Ausländer,3262
31.12.2015,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2564
31.12.2015,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1311
31.12.2015,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14689
31.12.2015,52 Sentrup,Ausländer,962
31.12.2015,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,422
31.12.2015,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,128
31.12.2015,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6215
31.12.2015,54 Mecklenbeck,Ausländer,592
31.12.2015,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,962
31.12.2015,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,309
31.12.2015,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7447
31.12.2015,56 Albachten,Ausländer,540
31.12.2015,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,781
31.12.2015,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,436
31.12.2015,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4657
31.12.2015,57 Roxel,Ausländer,936
31.12.2015,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,777
31.12.2015,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,431
31.12.2015,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,7040
31.12.2015,58 Nienberge,Ausländer,586
31.12.2015,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,519
31.12.2015,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,232
31.12.2015,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5567
31.12.2015,61 Coerde,Ausländer,2144
31.12.2015,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2222
31.12.2015,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,1064
31.12.2015,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5336
31.12.2015,62 Kinderhaus-Ost,Ausländer,607
31.12.2015,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,568
31.12.2015,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,221
31.12.2015,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3651
31.12.2015,63 Kinderhaus-West,Ausländer,1578
31.12.2015,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1780
31.12.2015,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,710
31.12.2015,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6296
31.12.2015,68 Sprakel,Ausländer,200
31.12.2015,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,286
31.12.2015,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,151
31.12.2015,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2538
31.12.2015,71 Mauritz-Ost,Ausländer,673
31.12.2015,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,627
31.12.2015,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,234
31.12.2015,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,9013
31.12.2015,76 Gelmer-Dyckburg,Ausländer,279
31.12.2015,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,259
31.12.2015,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,141
31.12.2015,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3051
31.12.2015,77 Handorf,Ausländer,496
31.12.2015,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,641
31.12.2015,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,265
31.12.2015,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6598
31.12.2015,81 Gremmendorf-West,Ausländer,1135
31.12.2015,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,533
31.12.2015,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,232
31.12.2015,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3682
31.12.2015,82 Gremmendorf-Ost,Ausländer,475
31.12.2015,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,440
31.12.2015,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,207
31.12.2015,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5387
31.12.2015,86 Angelmodde,Ausländer,1217
31.12.2015,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,993
31.12.2015,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,503
31.12.2015,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5491
31.12.2015,87 Wolbeck,Ausländer,600
31.12.2015,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,714
31.12.2015,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,349
31.12.2015,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7550
31.12.2015,91 Berg Fidel,Ausländer,1243
31.12.2015,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1155
31.12.2015,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,460
31.12.2015,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,2927
31.12.2015,95 Hiltrup-Ost,Ausländer,293
31.12.2015,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,565
31.12.2015,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,223
31.12.2015,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5192
31.12.2015,96 Hiltrup-Mitte,Ausländer,840
31.12.2015,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,962
31.12.2015,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,364
31.12.2015,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7768
31.12.2015,97 Hiltrup-West,Ausländer,819
